,simulation_id,scenario,strategy,netlogo_seed,num_of_samples,num_of_robots,num_of_passengers,num_of_staff,fall_length,fall_chance,robot_persuasion_factor,max_netlogo_ticks,room_type,enable_video,param_seed,evacuation_ticks,evacuation_time,robot_actions,robot_responses,robot_contacts,success
52,staff-support_2,staff-support,AlwaysCallStaffStrategy,-20676663,50,1,800,10,500,0.05,1,2000,8,2,8967,510,36.27,"['call-staff', 'call-staff']",[],2,True
53,staff-support_3,staff-support,AlwaysCallStaffStrategy,-66166063,50,1,800,10,500,0.05,1,2000,8,2,8967,324,30.77,['call-staff'],[],1,True
54,staff-support_4,staff-support,AlwaysCallStaffStrategy,429628137,50,1,800,10,500,0.05,1,2000,8,2,8967,263,28.77,['call-staff'],[],1,True
55,staff-support_5,staff-support,AlwaysCallStaffStrategy,-799265193,50,1,800,10,500,0.05,1,2000,8,2,8967,380,35.04,['call-staff'],[],1,True
56,staff-support_6,staff-support,AlwaysCallStaffStrategy,1783571257,50,1,800,10,500,0.05,1,2000,8,2,8967,284,30.09,['call-staff'],[],1,True
57,staff-support_7,staff-support,AlwaysCallStaffStrategy,-1506790944,50,1,800,10,500,0.05,1,2000,8,2,8967,318,27.83,[],[],0,True
58,staff-support_8,staff-support,AlwaysCallStaffStrategy,-809848072,50,1,800,10,500,0.05,1,2000,8,2,8967,373,32.97,"['call-staff', 'call-staff', 'call-staff']",[],3,True
59,staff-support_9,staff-support,AlwaysCallStaffStrategy,-614455004,50,1,800,10,500,0.05,1,2000,8,2,8967,368,31.48,['call-staff'],[],1,True
60,staff-support_10,staff-support,AlwaysCallStaffStrategy,1828517127,50,1,800,10,500,0.05,1,2000,8,2,8967,321,37.08,['call-staff'],[],1,True
61,staff-support_11,staff-support,AlwaysCallStaffStrategy,1656258876,50,1,800,10,500,0.05,1,2000,8,2,8967,374,28.04,[],[],0,True
62,staff-support_12,staff-support,AlwaysCallStaffStrategy,1398172709,50,1,800,10,500,0.05,1,2000,8,2,8967,255,22.1,"['call-staff', 'call-staff', 'call-staff']",[],3,True
63,staff-support_13,staff-support,AlwaysCallStaffStrategy,-1714437294,50,1,800,10,500,0.05,1,2000,8,2,8967,361,26.9,['call-staff'],[],1,True
64,staff-support_14,staff-support,AlwaysCallStaffStrategy,-1413363835,50,1,800,10,500,0.05,1,2000,8,2,8967,333,27.94,['call-staff'],[],1,True
65,staff-support_15,staff-support,AlwaysCallStaffStrategy,1153484291,50,1,800,10,500,0.05,1,2000,8,2,8967,307,24.93,"['call-staff', 'call-staff', 'call-staff']",[],3,True
66,staff-support_16,staff-support,AlwaysCallStaffStrategy,-1029802839,50,1,800,10,500,0.05,1,2000,8,2,8967,273,25.52,[],[],0,True
67,staff-support_17,staff-support,AlwaysCallStaffStrategy,-1944440313,50,1,800,10,500,0.05,1,2000,8,2,8967,290,26.6,"['call-staff', 'call-staff']",[],2,True
68,staff-support_18,staff-support,AlwaysCallStaffStrategy,38196769,50,1,800,10,500,0.05,1,2000,8,2,8967,317,26.87,[],[],0,True
69,staff-support_19,staff-support,AlwaysCallStaffStrategy,478676962,50,1,800,10,500,0.05,1,2000,8,2,8967,264,25.58,['call-staff'],[],1,True
70,staff-support_20,staff-support,AlwaysCallStaffStrategy,-809200056,50,1,800,10,500,0.05,1,2000,8,2,8967,264,24.47,"['call-staff', 'call-staff', 'call-staff']",[],3,True
71,staff-support_21,staff-support,AlwaysCallStaffStrategy,-552940440,50,1,800,10,500,0.05,1,2000,8,2,8967,272,23.31,"['call-staff', 'call-staff', 'call-staff']",[],3,True
72,staff-support_22,staff-support,AlwaysCallStaffStrategy,-960060870,50,1,800,10,500,0.05,1,2000,8,2,8967,299,26.77,['call-staff'],[],1,True
73,staff-support_23,staff-support,AlwaysCallStaffStrategy,157337563,50,1,800,10,500,0.05,1,2000,8,2,8967,334,27.58,['call-staff'],[],1,True
74,staff-support_24,staff-support,AlwaysCallStaffStrategy,-1289318606,50,1,800,10,500,0.05,1,2000,8,2,8967,315,27.65,"['call-staff', 'call-staff']",[],2,True
75,staff-support_25,staff-support,AlwaysCallStaffStrategy,2135858950,50,1,800,10,500,0.05,1,2000,8,2,8967,264,24.96,['call-staff'],[],1,True
76,staff-support_26,staff-support,AlwaysCallStaffStrategy,-631686426,50,1,800,10,500,0.05,1,2000,8,2,8967,421,30.2,"['call-staff', 'call-staff', 'call-staff']",[],3,True
77,staff-support_27,staff-support,AlwaysCallStaffStrategy,-344006783,50,1,800,10,500,0.05,1,2000,8,2,8967,317,53.68,[],[],0,True
78,staff-support_28,staff-support,AlwaysCallStaffStrategy,-1823242460,50,1,800,10,500,0.05,1,2000,8,2,8967,440,33.42,['call-staff'],[],1,True
79,staff-support_29,staff-support,AlwaysCallStaffStrategy,1617739310,50,1,800,10,500,0.05,1,2000,8,2,8967,379,26.83,"['call-staff', 'call-staff', 'call-staff', 'call-staff']",[],4,True
80,staff-support_30,staff-support,AlwaysCallStaffStrategy,-1039908371,50,1,800,10,500,0.05,1,2000,8,2,8967,435,43.6,['call-staff'],[],1,True
81,staff-support_31,staff-support,AlwaysCallStaffStrategy,-1819107453,50,1,800,10,500,0.05,1,2000,8,2,8967,271,25.44,"['call-staff', 'call-staff', 'call-staff']",[],3,True
82,staff-support_32,staff-support,AlwaysCallStaffStrategy,1835217700,50,1,800,10,500,0.05,1,2000,8,2,8967,308,24.42,['call-staff'],[],1,True
83,staff-support_33,staff-support,AlwaysCallStaffStrategy,543859826,50,1,800,10,500,0.05,1,2000,8,2,8967,252,49.62,['call-staff'],[],1,True
84,staff-support_34,staff-support,AlwaysCallStaffStrategy,-292055716,50,1,800,10,500,0.05,1,2000,8,2,8967,319,38.79,"['call-staff', 'call-staff']",[],2,True
85,staff-support_35,staff-support,AlwaysCallStaffStrategy,1506316208,50,1,800,10,500,0.05,1,2000,8,2,8967,263,23.71,"['call-staff', 'call-staff', 'call-staff', 'call-staff']",[],4,True
86,staff-support_36,staff-support,AlwaysCallStaffStrategy,-2103100905,50,1,800,10,500,0.05,1,2000,8,2,8967,500,33.33,['call-staff'],[],1,True
87,staff-support_37,staff-support,AlwaysCallStaffStrategy,-745396256,50,1,800,10,500,0.05,1,2000,8,2,8967,320,54.26,['call-staff'],[],1,True
88,staff-support_38,staff-support,AlwaysCallStaffStrategy,-1097012991,50,1,800,10,500,0.05,1,2000,8,2,8967,324,57.15,"['call-staff', 'call-staff', 'call-staff']",[],3,True
89,staff-support_39,staff-support,AlwaysCallStaffStrategy,2075978490,50,1,800,10,500,0.05,1,2000,8,2,8967,540,60.29,[],[],0,True
90,staff-support_40,staff-support,AlwaysCallStaffStrategy,733796552,50,1,800,10,500,0.05,1,2000,8,2,8967,327,54.62,['call-staff'],[],1,True
91,staff-support_41,staff-support,AlwaysCallStaffStrategy,-716079575,50,1,800,10,500,0.05,1,2000,8,2,8967,314,53.23,[],[],0,True
92,staff-support_42,staff-support,AlwaysCallStaffStrategy,1141179321,50,1,800,10,500,0.05,1,2000,8,2,8967,253,49.27,['call-staff'],[],1,True
93,staff-support_43,staff-support,AlwaysCallStaffStrategy,-1394111842,50,1,800,10,500,0.05,1,2000,8,2,8967,573,61.38,[],[],0,True
94,staff-support_44,staff-support,AlwaysCallStaffStrategy,-477732765,50,1,800,10,500,0.05,1,2000,8,2,8967,326,53.36,['call-staff'],[],1,True
95,staff-support_45,staff-support,AlwaysCallStaffStrategy,1892512170,50,1,800,10,500,0.05,1,2000,8,2,8967,409,56.4,['call-staff'],[],1,True
96,staff-support_46,staff-support,AlwaysCallStaffStrategy,189188236,50,1,800,10,500,0.05,1,2000,8,2,8967,316,52.58,['call-staff'],[],1,True
97,staff-support_47,staff-support,AlwaysCallStaffStrategy,2025094764,50,1,800,10,500,0.05,1,2000,8,2,8967,433,31.06,[],[],0,True
98,staff-support_48,staff-support,AlwaysCallStaffStrategy,178379459,50,1,800,10,500,0.05,1,2000,8,2,8967,558,62.22,['call-staff'],[],1,True
99,staff-support_49,staff-support,AlwaysCallStaffStrategy,-1604653588,50,1,800,10,500,0.05,1,2000,8,2,8967,655,66.9,"['call-staff', 'call-staff', 'call-staff']",[],3,True
100,passenger-support_0,passenger-support,AlwaysAskHelpStrategy,-1207807381,50,1,800,10,500,0.05,1,2000,8,2,8967,357,40.18,[],[],0,True
101,passenger-support_1,passenger-support,AlwaysAskHelpStrategy,-792368376,50,1,800,10,500,0.05,1,2000,8,2,8967,315,29.78,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'true']",2,True
102,passenger-support_2,passenger-support,AlwaysAskHelpStrategy,-20676663,50,1,800,10,500,0.05,1,2000,8,2,8967,272,24.1,"['ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'true']",2,True
103,passenger-support_3,passenger-support,AlwaysAskHelpStrategy,-66166063,50,1,800,10,500,0.05,1,2000,8,2,8967,342,26.75,"['ask-help', 'ask-help', 'ask-help']","['false', 'false', 'true']",2,True
104,passenger-support_4,passenger-support,AlwaysAskHelpStrategy,429628137,50,1,800,10,500,0.05,1,2000,8,2,8967,277,38.93,"['ask-help', 'ask-help', 'ask-help']","['false', 'false', 'true']",2,True
105,passenger-support_5,passenger-support,AlwaysAskHelpStrategy,-799265193,50,1,800,10,500,0.05,1,2000,8,2,8967,394,30.43,['ask-help'],['true'],2,True
106,passenger-support_6,passenger-support,AlwaysAskHelpStrategy,1783571257,50,1,800,10,500,0.05,1,2000,8,2,8967,568,45.12,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'true']",2,True
107,passenger-support_7,passenger-support,AlwaysAskHelpStrategy,-1506790944,50,1,800,10,500,0.05,1,2000,8,2,8967,318,26.63,[],[],0,True
108,passenger-support_8,passenger-support,AlwaysAskHelpStrategy,-809848072,50,1,800,10,500,0.05,1,2000,8,2,8967,763,52.74,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'true', 'true']",3,True
109,passenger-support_9,passenger-support,AlwaysAskHelpStrategy,-614455004,50,1,800,10,500,0.05,1,2000,8,2,8967,321,24.44,"['ask-help', 'ask-help', 'ask-help']","['false', 'false', 'true']",2,True
110,passenger-support_10,passenger-support,AlwaysAskHelpStrategy,1828517127,50,1,800,10,500,0.05,1,2000,8,2,8967,326,26.63,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'true', 'true']",3,True
111,passenger-support_11,passenger-support,AlwaysAskHelpStrategy,1656258876,50,1,800,10,500,0.05,1,2000,8,2,8967,374,28.28,[],[],0,True
112,passenger-support_12,passenger-support,AlwaysAskHelpStrategy,1398172709,50,1,800,10,500,0.05,1,2000,8,2,8967,331,27.38,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'true']",2,True
113,passenger-support_13,passenger-support,AlwaysAskHelpStrategy,-1714437294,50,1,800,10,500,0.05,1,2000,8,2,8967,517,32.68,"['ask-help', 'ask-help']","['false', 'true']",2,True
114,passenger-support_14,passenger-support,AlwaysAskHelpStrategy,-1413363835,50,1,800,10,500,0.05,1,2000,8,2,8967,384,27.72,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'true']",2,True
115,passenger-support_15,passenger-support,AlwaysAskHelpStrategy,1153484291,50,1,800,10,500,0.05,1,2000,8,2,8967,529,37.62,"['ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help', 'ask-help']","['false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'true', 'true', 'false', 'false', 'false', 'false', 'false', 'false', 'true', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false', 'false']",4,True
116,passenger-support_16,passenger-support,AlwaysAskHelpStrategy,-1029802839,50,1,800,10,500,0.05,1,2000,8,2,8967,273,25.99,[],[],0,True
