,simulation_id,scenario,strategy,netlogo_seed,num_of_samples,num_of_robots,num_of_passengers,num_of_staff,fall_length,fall_chance,robot_persuasion_factor,max_netlogo_ticks,room_type,enable_video,param_seed,evacuation_ticks,evacuation_time,robot_actions,robot_responses,robot_contacts,success
15,no-support@fall-length=100$fall-chance=0.05_15,no-support@fall-length=100$fall-chance=0.05,,1153484291,30,0,800,10,100,0.05,1,2000,8,False,8967,431.0,11.93,[],[],0,True
16,no-support@fall-length=100$fall-chance=0.05_16,no-support@fall-length=100$fall-chance=0.05,,-1029802839,30,0,800,10,100,0.05,1,2000,8,False,8967,353.0,12.09,[],[],0,True
17,no-support@fall-length=100$fall-chance=0.05_17,no-support@fall-length=100$fall-chance=0.05,,-1944440313,30,0,800,10,100,0.05,1,2000,8,False,8967,388.0,14.99,[],[],0,True
18,no-support@fall-length=100$fall-chance=0.05_18,no-support@fall-length=100$fall-chance=0.05,,38196769,30,0,800,10,100,0.05,1,2000,8,False,8967,370.0,12.44,[],[],0,True
19,no-support@fall-length=100$fall-chance=0.05_19,no-support@fall-length=100$fall-chance=0.05,,478676962,30,0,800,10,100,0.05,1,2000,8,False,8967,281.0,11.62,[],[],0,True
20,no-support@fall-length=100$fall-chance=0.05_20,no-support@fall-length=100$fall-chance=0.05,,-809200056,30,0,800,10,100,0.05,1,2000,8,False,8967,435.0,11.66,[],[],0,True
21,no-support@fall-length=100$fall-chance=0.05_21,no-support@fall-length=100$fall-chance=0.05,,-552940440,30,0,800,10,100,0.05,1,2000,8,False,8967,325.0,12.06,[],[],0,True
22,no-support@fall-length=100$fall-chance=0.05_22,no-support@fall-length=100$fall-chance=0.05,,-960060870,30,0,800,10,100,0.05,1,2000,8,False,8967,263.0,11.46,[],[],0,True
23,no-support@fall-length=100$fall-chance=0.05_23,no-support@fall-length=100$fall-chance=0.05,,157337563,30,0,800,10,100,0.05,1,2000,8,False,8967,261.0,10.97,[],[],0,True
24,no-support@fall-length=100$fall-chance=0.05_24,no-support@fall-length=100$fall-chance=0.05,,-1289318606,30,0,800,10,100,0.05,1,2000,8,False,8967,336.0,13.74,[],[],0,True
25,no-support@fall-length=100$fall-chance=0.05_25,no-support@fall-length=100$fall-chance=0.05,,2135858950,30,0,800,10,100,0.05,1,2000,8,False,8967,275.0,12.63,[],[],0,True
26,no-support@fall-length=100$fall-chance=0.05_26,no-support@fall-length=100$fall-chance=0.05,,-631686426,30,0,800,10,100,0.05,1,2000,8,False,8967,439.0,16.29,[],[],0,True
27,no-support@fall-length=100$fall-chance=0.05_27,no-support@fall-length=100$fall-chance=0.05,,-344006783,30,0,800,10,100,0.05,1,2000,8,False,8967,318.0,11.98,[],[],0,True
28,no-support@fall-length=100$fall-chance=0.05_28,no-support@fall-length=100$fall-chance=0.05,,-1823242460,30,0,800,10,100,0.05,1,2000,8,False,8967,417.0,12.4,[],[],0,True
29,no-support@fall-length=100$fall-chance=0.05_29,no-support@fall-length=100$fall-chance=0.05,,1617739310,30,0,800,10,100,0.05,1,2000,8,False,8967,315.0,10.07,[],[],0,True
30,no-support@fall-length=100$fall-chance=0.5_0,no-support@fall-length=100$fall-chance=0.5,,-1207807381,30,0,800,10,100,0.5,1,2000,8,False,8967,320.0,10.02,[],[],0,True
31,no-support@fall-length=100$fall-chance=0.5_1,no-support@fall-length=100$fall-chance=0.5,,-792368376,30,0,800,10,100,0.5,1,2000,8,False,8967,324.0,19.25,[],[],0,True
32,no-support@fall-length=100$fall-chance=0.5_2,no-support@fall-length=100$fall-chance=0.5,,-20676663,30,0,800,10,100,0.5,1,2000,8,False,8967,337.0,11.25,[],[],0,True
33,no-support@fall-length=100$fall-chance=0.5_3,no-support@fall-length=100$fall-chance=0.5,,-66166063,30,0,800,10,100,0.5,1,2000,8,False,8967,310.0,9.83,[],[],0,True
34,no-support@fall-length=100$fall-chance=0.5_4,no-support@fall-length=100$fall-chance=0.5,,429628137,30,0,800,10,100,0.5,1,2000,8,False,8967,319.0,11.39,[],[],0,True
35,no-support@fall-length=100$fall-chance=0.5_5,no-support@fall-length=100$fall-chance=0.5,,-799265193,30,0,800,10,100,0.5,1,2000,8,False,8967,234.0,12.87,[],[],0,True
36,no-support@fall-length=100$fall-chance=0.5_6,no-support@fall-length=100$fall-chance=0.5,,1783571257,30,0,800,10,100,0.5,1,2000,8,False,8967,346.0,12.37,[],[],0,True
37,no-support@fall-length=100$fall-chance=0.5_7,no-support@fall-length=100$fall-chance=0.5,,-1506790944,30,0,800,10,100,0.5,1,2000,8,False,8967,261.0,10.75,[],[],0,True
38,no-support@fall-length=100$fall-chance=0.5_8,no-support@fall-length=100$fall-chance=0.5,,-809848072,30,0,800,10,100,0.5,1,2000,8,False,8967,274.0,12.25,[],[],0,True
39,no-support@fall-length=100$fall-chance=0.5_9,no-support@fall-length=100$fall-chance=0.5,,-614455004,30,0,800,10,100,0.5,1,2000,8,False,8967,271.0,10.25,[],[],0,True
40,no-support@fall-length=100$fall-chance=0.5_10,no-support@fall-length=100$fall-chance=0.5,,1828517127,30,0,800,10,100,0.5,1,2000,8,False,8967,267.0,12.22,[],[],0,True
41,no-support@fall-length=100$fall-chance=0.5_11,no-support@fall-length=100$fall-chance=0.5,,1656258876,30,0,800,10,100,0.5,1,2000,8,False,8967,316.0,10.34,[],[],0,True
42,no-support@fall-length=100$fall-chance=0.5_12,no-support@fall-length=100$fall-chance=0.5,,1398172709,30,0,800,10,100,0.5,1,2000,8,False,8967,325.0,10.07,[],[],0,True
43,no-support@fall-length=100$fall-chance=0.5_13,no-support@fall-length=100$fall-chance=0.5,,-1714437294,30,0,800,10,100,0.5,1,2000,8,False,8967,376.0,11.1,[],[],0,True
44,no-support@fall-length=100$fall-chance=0.5_14,no-support@fall-length=100$fall-chance=0.5,,-1413363835,30,0,800,10,100,0.5,1,2000,8,False,8967,278.0,10.21,[],[],0,True
45,no-support@fall-length=100$fall-chance=0.5_15,no-support@fall-length=100$fall-chance=0.5,,1153484291,30,0,800,10,100,0.5,1,2000,8,False,8967,529.0,14.39,[],[],0,True
46,no-support@fall-length=100$fall-chance=0.5_16,no-support@fall-length=100$fall-chance=0.5,,-1029802839,30,0,800,10,100,0.5,1,2000,8,False,8967,317.0,9.97,[],[],0,True
47,no-support@fall-length=100$fall-chance=0.5_17,no-support@fall-length=100$fall-chance=0.5,,-1944440313,30,0,800,10,100,0.5,1,2000,8,False,8967,317.0,9.42,[],[],0,True
48,no-support@fall-length=100$fall-chance=0.5_18,no-support@fall-length=100$fall-chance=0.5,,38196769,30,0,800,10,100,0.5,1,2000,8,False,8967,259.0,11.03,[],[],0,True
49,no-support@fall-length=100$fall-chance=0.5_19,no-support@fall-length=100$fall-chance=0.5,,478676962,30,0,800,10,100,0.5,1,2000,8,False,8967,267.0,9.17,[],[],0,True
50,no-support@fall-length=100$fall-chance=0.5_20,no-support@fall-length=100$fall-chance=0.5,,-809200056,30,0,800,10,100,0.5,1,2000,8,False,8967,393.0,9.84,[],[],0,True
51,no-support@fall-length=100$fall-chance=0.5_21,no-support@fall-length=100$fall-chance=0.5,,-552940440,30,0,800,10,100,0.5,1,2000,8,False,8967,378.0,10.92,[],[],0,True
52,no-support@fall-length=100$fall-chance=0.5_22,no-support@fall-length=100$fall-chance=0.5,,-960060870,30,0,800,10,100,0.5,1,2000,8,False,8967,273.0,11.35,[],[],0,True
53,no-support@fall-length=100$fall-chance=0.5_23,no-support@fall-length=100$fall-chance=0.5,,157337563,30,0,800,10,100,0.5,1,2000,8,False,8967,384.0,10.2,[],[],0,True
54,no-support@fall-length=100$fall-chance=0.5_24,no-support@fall-length=100$fall-chance=0.5,,-1289318606,30,0,800,10,100,0.5,1,2000,8,False,8967,322.0,12.97,[],[],0,True
55,no-support@fall-length=100$fall-chance=0.5_25,no-support@fall-length=100$fall-chance=0.5,,2135858950,30,0,800,10,100,0.5,1,2000,8,False,8967,325.0,13.21,[],[],0,True
56,no-support@fall-length=100$fall-chance=0.5_26,no-support@fall-length=100$fall-chance=0.5,,-631686426,30,0,800,10,100,0.5,1,2000,8,False,8967,263.0,12.12,[],[],0,True
57,no-support@fall-length=100$fall-chance=0.5_27,no-support@fall-length=100$fall-chance=0.5,,-344006783,30,0,800,10,100,0.5,1,2000,8,False,8967,339.0,11.56,[],[],0,True
58,no-support@fall-length=100$fall-chance=0.5_28,no-support@fall-length=100$fall-chance=0.5,,-1823242460,30,0,800,10,100,0.5,1,2000,8,False,8967,263.0,10.84,[],[],0,True
59,no-support@fall-length=100$fall-chance=0.5_29,no-support@fall-length=100$fall-chance=0.5,,1617739310,30,0,800,10,100,0.5,1,2000,8,False,8967,326.0,15.36,[],[],0,True
60,no-support@fall-length=100$fall-chance=1_0,no-support@fall-length=100$fall-chance=1,,-1207807381,30,0,800,10,100,1.0,1,2000,8,False,8967,370.0,11.88,[],[],0,True
61,no-support@fall-length=100$fall-chance=1_1,no-support@fall-length=100$fall-chance=1,,-792368376,30,0,800,10,100,1.0,1,2000,8,False,8967,396.0,15.57,[],[],0,True
62,no-support@fall-length=100$fall-chance=1_2,no-support@fall-length=100$fall-chance=1,,-20676663,30,0,800,10,100,1.0,1,2000,8,False,8967,305.0,11.27,[],[],0,True
63,no-support@fall-length=100$fall-chance=1_3,no-support@fall-length=100$fall-chance=1,,-66166063,30,0,800,10,100,1.0,1,2000,8,False,8967,348.0,11.76,[],[],0,True
64,no-support@fall-length=100$fall-chance=1_4,no-support@fall-length=100$fall-chance=1,,429628137,30,0,800,10,100,1.0,1,2000,8,False,8967,327.0,12.2,[],[],0,True
65,no-support@fall-length=100$fall-chance=1_5,no-support@fall-length=100$fall-chance=1,,-799265193,30,0,800,10,100,1.0,1,2000,8,False,8967,313.0,18.49,[],[],0,True
66,no-support@fall-length=100$fall-chance=1_6,no-support@fall-length=100$fall-chance=1,,1783571257,30,0,800,10,100,1.0,1,2000,8,False,8967,367.0,12.27,[],[],0,True
67,no-support@fall-length=100$fall-chance=1_7,no-support@fall-length=100$fall-chance=1,,-1506790944,30,0,800,10,100,1.0,1,2000,8,False,8967,344.0,11.5,[],[],0,True
68,no-support@fall-length=100$fall-chance=1_8,no-support@fall-length=100$fall-chance=1,,-809848072,30,0,800,10,100,1.0,1,2000,8,False,8967,266.0,10.04,[],[],0,True
69,no-support@fall-length=100$fall-chance=1_9,no-support@fall-length=100$fall-chance=1,,-614455004,30,0,800,10,100,1.0,1,2000,8,False,8967,412.0,12.94,[],[],0,True
70,no-support@fall-length=100$fall-chance=1_10,no-support@fall-length=100$fall-chance=1,,1828517127,30,0,800,10,100,1.0,1,2000,8,False,8967,357.0,12.17,[],[],0,True
71,no-support@fall-length=100$fall-chance=1_11,no-support@fall-length=100$fall-chance=1,,1656258876,30,0,800,10,100,1.0,1,2000,8,False,8967,404.0,9.71,[],[],0,True
72,no-support@fall-length=100$fall-chance=1_12,no-support@fall-length=100$fall-chance=1,,1398172709,30,0,800,10,100,1.0,1,2000,8,False,8967,321.0,9.46,[],[],0,True
73,no-support@fall-length=100$fall-chance=1_13,no-support@fall-length=100$fall-chance=1,,-1714437294,30,0,800,10,100,1.0,1,2000,8,False,8967,311.0,13.66,[],[],0,True
74,no-support@fall-length=100$fall-chance=1_14,no-support@fall-length=100$fall-chance=1,,-1413363835,30,0,800,10,100,1.0,1,2000,8,False,8967,320.0,9.99,[],[],0,True
75,no-support@fall-length=100$fall-chance=1_15,no-support@fall-length=100$fall-chance=1,,1153484291,30,0,800,10,100,1.0,1,2000,8,False,8967,260.0,9.92,[],[],0,True
76,no-support@fall-length=100$fall-chance=1_16,no-support@fall-length=100$fall-chance=1,,-1029802839,30,0,800,10,100,1.0,1,2000,8,False,8967,481.0,11.26,[],[],0,True
77,no-support@fall-length=100$fall-chance=1_17,no-support@fall-length=100$fall-chance=1,,-1944440313,30,0,800,10,100,1.0,1,2000,8,False,8967,312.0,14.41,[],[],0,True
78,no-support@fall-length=100$fall-chance=1_18,no-support@fall-length=100$fall-chance=1,,38196769,30,0,800,10,100,1.0,1,2000,8,False,8967,253.0,15.22,[],[],0,True
79,no-support@fall-length=100$fall-chance=1_19,no-support@fall-length=100$fall-chance=1,,478676962,30,0,800,10,100,1.0,1,2000,8,False,8967,314.0,9.69,[],[],0,True
80,no-support@fall-length=100$fall-chance=1_20,no-support@fall-length=100$fall-chance=1,,-809200056,30,0,800,10,100,1.0,1,2000,8,False,8967,263.0,8.63,[],[],0,True
81,no-support@fall-length=100$fall-chance=1_21,no-support@fall-length=100$fall-chance=1,,-552940440,30,0,800,10,100,1.0,1,2000,8,False,8967,306.0,9.93,[],[],0,True
82,no-support@fall-length=100$fall-chance=1_22,no-support@fall-length=100$fall-chance=1,,-960060870,30,0,800,10,100,1.0,1,2000,8,False,8967,280.0,10.53,[],[],0,True
83,no-support@fall-length=100$fall-chance=1_23,no-support@fall-length=100$fall-chance=1,,157337563,30,0,800,10,100,1.0,1,2000,8,False,8967,338.0,11.91,[],[],0,True
84,no-support@fall-length=100$fall-chance=1_24,no-support@fall-length=100$fall-chance=1,,-1289318606,30,0,800,10,100,1.0,1,2000,8,False,8967,217.0,12.62,[],[],0,True
85,no-support@fall-length=100$fall-chance=1_25,no-support@fall-length=100$fall-chance=1,,2135858950,30,0,800,10,100,1.0,1,2000,8,False,8967,271.0,14.38,[],[],0,True
86,no-support@fall-length=100$fall-chance=1_26,no-support@fall-length=100$fall-chance=1,,-631686426,30,0,800,10,100,1.0,1,2000,8,False,8967,317.0,10.11,[],[],0,True
87,no-support@fall-length=100$fall-chance=1_27,no-support@fall-length=100$fall-chance=1,,-344006783,30,0,800,10,100,1.0,1,2000,8,False,8967,559.0,15.79,[],[],0,True
88,no-support@fall-length=100$fall-chance=1_28,no-support@fall-length=100$fall-chance=1,,-1823242460,30,0,800,10,100,1.0,1,2000,8,False,8967,325.0,18.44,[],[],0,True
89,no-support@fall-length=100$fall-chance=1_29,no-support@fall-length=100$fall-chance=1,,1617739310,30,0,800,10,100,1.0,1,2000,8,False,8967,371.0,10.79,[],[],0,True
90,no-support@fall-length=300$fall-chance=0.05_0,no-support@fall-length=300$fall-chance=0.05,,-1207807381,30,0,800,10,300,0.05,1,2000,8,False,8967,268.0,9.71,[],[],0,True
91,no-support@fall-length=300$fall-chance=0.05_1,no-support@fall-length=300$fall-chance=0.05,,-792368376,30,0,800,10,300,0.05,1,2000,8,False,8967,631.0,42.84,[],[],0,True
92,no-support@fall-length=300$fall-chance=0.05_2,no-support@fall-length=300$fall-chance=0.05,,-20676663,30,0,800,10,300,0.05,1,2000,8,False,8967,627.0,35.81,[],[],0,True
93,no-support@fall-length=300$fall-chance=0.05_3,no-support@fall-length=300$fall-chance=0.05,,-66166063,30,0,800,10,300,0.05,1,2000,8,False,8967,312.0,12.2,[],[],0,True
94,no-support@fall-length=300$fall-chance=0.05_4,no-support@fall-length=300$fall-chance=0.05,,429628137,30,0,800,10,300,0.05,1,2000,8,False,8967,371.0,14.13,[],[],0,True
95,no-support@fall-length=300$fall-chance=0.05_5,no-support@fall-length=300$fall-chance=0.05,,-799265193,30,0,800,10,300,0.05,1,2000,8,False,8967,341.0,10.91,[],[],0,True
96,no-support@fall-length=300$fall-chance=0.05_6,no-support@fall-length=300$fall-chance=0.05,,1783571257,30,0,800,10,300,0.05,1,2000,8,False,8967,378.0,11.23,[],[],0,True
97,no-support@fall-length=300$fall-chance=0.05_7,no-support@fall-length=300$fall-chance=0.05,,-1506790944,30,0,800,10,300,0.05,1,2000,8,False,8967,254.0,12.36,[],[],0,True
98,no-support@fall-length=300$fall-chance=0.05_8,no-support@fall-length=300$fall-chance=0.05,,-809848072,30,0,800,10,300,0.05,1,2000,8,False,8967,310.0,13.27,[],[],0,True
99,no-support@fall-length=300$fall-chance=0.05_9,no-support@fall-length=300$fall-chance=0.05,,-614455004,30,0,800,10,300,0.05,1,2000,8,False,8967,372.0,12.03,[],[],0,True
100,no-support@fall-length=300$fall-chance=0.05_10,no-support@fall-length=300$fall-chance=0.05,,1828517127,30,0,800,10,300,0.05,1,2000,8,False,8967,355.0,11.34,[],[],0,True
101,no-support@fall-length=300$fall-chance=0.05_11,no-support@fall-length=300$fall-chance=0.05,,1656258876,30,0,800,10,300,0.05,1,2000,8,False,8967,324.0,15.88,[],[],0,True
102,no-support@fall-length=300$fall-chance=0.05_12,no-support@fall-length=300$fall-chance=0.05,,1398172709,30,0,800,10,300,0.05,1,2000,8,False,8967,352.0,12.56,[],[],0,True
103,no-support@fall-length=300$fall-chance=0.05_13,no-support@fall-length=300$fall-chance=0.05,,-1714437294,30,0,800,10,300,0.05,1,2000,8,False,8967,374.0,11.97,[],[],0,True
104,no-support@fall-length=300$fall-chance=0.05_14,no-support@fall-length=300$fall-chance=0.05,,-1413363835,30,0,800,10,300,0.05,1,2000,8,False,8967,333.0,13.05,[],[],0,True
105,no-support@fall-length=300$fall-chance=0.05_15,no-support@fall-length=300$fall-chance=0.05,,1153484291,30,0,800,10,300,0.05,1,2000,8,False,8967,319.0,17.42,[],[],0,True
106,no-support@fall-length=300$fall-chance=0.05_16,no-support@fall-length=300$fall-chance=0.05,,-1029802839,30,0,800,10,300,0.05,1,2000,8,False,8967,334.0,17.49,[],[],0,True
107,no-support@fall-length=300$fall-chance=0.05_17,no-support@fall-length=300$fall-chance=0.05,,-1944440313,30,0,800,10,300,0.05,1,2000,8,False,8967,343.0,29.23,[],[],0,True
108,no-support@fall-length=300$fall-chance=0.05_18,no-support@fall-length=300$fall-chance=0.05,,38196769,30,0,800,10,300,0.05,1,2000,8,False,8967,374.0,15.53,[],[],0,True
109,no-support@fall-length=300$fall-chance=0.05_19,no-support@fall-length=300$fall-chance=0.05,,478676962,30,0,800,10,300,0.05,1,2000,8,False,8967,281.0,12.81,[],[],0,True
110,no-support@fall-length=300$fall-chance=0.05_20,no-support@fall-length=300$fall-chance=0.05,,-809200056,30,0,800,10,300,0.05,1,2000,8,False,8967,435.0,13.08,[],[],0,True
111,no-support@fall-length=300$fall-chance=0.05_21,no-support@fall-length=300$fall-chance=0.05,,-552940440,30,0,800,10,300,0.05,1,2000,8,False,8967,330.0,13.44,[],[],0,True
112,no-support@fall-length=300$fall-chance=0.05_22,no-support@fall-length=300$fall-chance=0.05,,-960060870,30,0,800,10,300,0.05,1,2000,8,False,8967,263.0,14.1,[],[],0,True
113,no-support@fall-length=300$fall-chance=0.05_23,no-support@fall-length=300$fall-chance=0.05,,157337563,30,0,800,10,300,0.05,1,2000,8,False,8967,321.0,13.81,[],[],0,True
114,no-support@fall-length=300$fall-chance=0.05_24,no-support@fall-length=300$fall-chance=0.05,,-1289318606,30,0,800,10,300,0.05,1,2000,8,False,8967,312.0,15.15,[],[],0,True
115,no-support@fall-length=300$fall-chance=0.05_25,no-support@fall-length=300$fall-chance=0.05,,2135858950,30,0,800,10,300,0.05,1,2000,8,False,8967,360.0,19.65,[],[],0,True
116,no-support@fall-length=300$fall-chance=0.05_26,no-support@fall-length=300$fall-chance=0.05,,-631686426,30,0,800,10,300,0.05,1,2000,8,False,8967,631.0,44.24,[],[],0,True
117,no-support@fall-length=300$fall-chance=0.05_27,no-support@fall-length=300$fall-chance=0.05,,-344006783,30,0,800,10,300,0.05,1,2000,8,False,8967,381.0,14.94,[],[],0,True
118,no-support@fall-length=300$fall-chance=0.05_28,no-support@fall-length=300$fall-chance=0.05,,-1823242460,30,0,800,10,300,0.05,1,2000,8,False,8967,372.0,13.01,[],[],0,True
119,no-support@fall-length=300$fall-chance=0.05_29,no-support@fall-length=300$fall-chance=0.05,,1617739310,30,0,800,10,300,0.05,1,2000,8,False,8967,360.0,15.25,[],[],0,True
120,no-support@fall-length=300$fall-chance=0.5_0,no-support@fall-length=300$fall-chance=0.5,,-1207807381,30,0,800,10,300,0.5,1,2000,8,False,8967,357.0,16.98,[],[],0,True
121,no-support@fall-length=300$fall-chance=0.5_1,no-support@fall-length=300$fall-chance=0.5,,-792368376,30,0,800,10,300,0.5,1,2000,8,False,8967,619.0,83.95,[],[],0,True
122,no-support@fall-length=300$fall-chance=0.5_2,no-support@fall-length=300$fall-chance=0.5,,-20676663,30,0,800,10,300,0.5,1,2000,8,False,8967,358.0,17.19,[],[],0,True
123,no-support@fall-length=300$fall-chance=0.5_3,no-support@fall-length=300$fall-chance=0.5,,-66166063,30,0,800,10,300,0.5,1,2000,8,False,8967,378.0,12.75,[],[],0,True
124,no-support@fall-length=300$fall-chance=0.5_4,no-support@fall-length=300$fall-chance=0.5,,429628137,30,0,800,10,300,0.5,1,2000,8,False,8967,345.0,13.75,[],[],0,True
125,no-support@fall-length=300$fall-chance=0.5_5,no-support@fall-length=300$fall-chance=0.5,,-799265193,30,0,800,10,300,0.5,1,2000,8,False,8967,636.0,33.9,[],[],0,True
126,no-support@fall-length=300$fall-chance=0.5_6,no-support@fall-length=300$fall-chance=0.5,,1783571257,30,0,800,10,300,0.5,1,2000,8,False,8967,319.0,18.63,[],[],0,True
127,no-support@fall-length=300$fall-chance=0.5_7,no-support@fall-length=300$fall-chance=0.5,,-1506790944,30,0,800,10,300,0.5,1,2000,8,False,8967,375.0,15.91,[],[],0,True
128,no-support@fall-length=300$fall-chance=0.5_8,no-support@fall-length=300$fall-chance=0.5,,-809848072,30,0,800,10,300,0.5,1,2000,8,False,8967,623.0,38.01,[],[],0,True
129,no-support@fall-length=300$fall-chance=0.5_9,no-support@fall-length=300$fall-chance=0.5,,-614455004,30,0,800,10,300,0.5,1,2000,8,False,8967,367.0,17.26,[],[],0,True
130,no-support@fall-length=300$fall-chance=0.5_10,no-support@fall-length=300$fall-chance=0.5,,1828517127,30,0,800,10,300,0.5,1,2000,8,False,8967,614.0,46.4,[],[],0,True
131,no-support@fall-length=300$fall-chance=0.5_11,no-support@fall-length=300$fall-chance=0.5,,1656258876,30,0,800,10,300,0.5,1,2000,8,False,8967,355.0,16.21,[],[],0,True
132,no-support@fall-length=300$fall-chance=0.5_12,no-support@fall-length=300$fall-chance=0.5,,1398172709,30,0,800,10,300,0.5,1,2000,8,False,8967,457.0,15.3,[],[],0,True
133,no-support@fall-length=300$fall-chance=0.5_13,no-support@fall-length=300$fall-chance=0.5,,-1714437294,30,0,800,10,300,0.5,1,2000,8,False,8967,369.0,27.25,[],[],0,True
134,no-support@fall-length=300$fall-chance=0.5_14,no-support@fall-length=300$fall-chance=0.5,,-1413363835,30,0,800,10,300,0.5,1,2000,8,False,8967,336.0,17.96,[],[],0,True
135,no-support@fall-length=300$fall-chance=0.5_15,no-support@fall-length=300$fall-chance=0.5,,1153484291,30,0,800,10,300,0.5,1,2000,8,False,8967,365.0,23.04,[],[],0,True
136,no-support@fall-length=300$fall-chance=0.5_16,no-support@fall-length=300$fall-chance=0.5,,-1029802839,30,0,800,10,300,0.5,1,2000,8,False,8967,405.0,16.15,[],[],0,True
137,no-support@fall-length=300$fall-chance=0.5_17,no-support@fall-length=300$fall-chance=0.5,,-1944440313,30,0,800,10,300,0.5,1,2000,8,False,8967,384.0,15.32,[],[],0,True
138,no-support@fall-length=300$fall-chance=0.5_18,no-support@fall-length=300$fall-chance=0.5,,38196769,30,0,800,10,300,0.5,1,2000,8,False,8967,625.0,34.31,[],[],0,True
139,no-support@fall-length=300$fall-chance=0.5_19,no-support@fall-length=300$fall-chance=0.5,,478676962,30,0,800,10,300,0.5,1,2000,8,False,8967,328.0,21.36,[],[],0,True
140,no-support@fall-length=300$fall-chance=0.5_20,no-support@fall-length=300$fall-chance=0.5,,-809200056,30,0,800,10,300,0.5,1,2000,8,False,8967,371.0,17.18,[],[],0,True
141,no-support@fall-length=300$fall-chance=0.5_21,no-support@fall-length=300$fall-chance=0.5,,-552940440,30,0,800,10,300,0.5,1,2000,8,False,8967,354.0,16.37,[],[],0,True
142,no-support@fall-length=300$fall-chance=0.5_22,no-support@fall-length=300$fall-chance=0.5,,-960060870,30,0,800,10,300,0.5,1,2000,8,False,8967,330.0,20.91,[],[],0,True
143,no-support@fall-length=300$fall-chance=0.5_23,no-support@fall-length=300$fall-chance=0.5,,157337563,30,0,800,10,300,0.5,1,2000,8,False,8967,321.0,17.39,[],[],0,True
144,no-support@fall-length=300$fall-chance=0.5_24,no-support@fall-length=300$fall-chance=0.5,,-1289318606,30,0,800,10,300,0.5,1,2000,8,False,8967,347.0,18.42,[],[],0,True
145,no-support@fall-length=300$fall-chance=0.5_25,no-support@fall-length=300$fall-chance=0.5,,2135858950,30,0,800,10,300,0.5,1,2000,8,False,8967,620.0,40.72,[],[],0,True
146,no-support@fall-length=300$fall-chance=0.5_26,no-support@fall-length=300$fall-chance=0.5,,-631686426,30,0,800,10,300,0.5,1,2000,8,False,8967,427.0,19.07,[],[],0,True
